"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"TouchFuse, LLC DBA Acquire Direct Marketing","DataCompliance [at] AcquireDirect.com","http://www.AcquireDirect.com","12620 Race Track Road, Tampa, FL 33626, United States","A consumer may opt out of sale or submit requests under the CCPA by calling 855-940-DATA or going online to www.LeadJig.com or www.TouchFuse.com and clicking the link titled ""Do Not Sell My Data"" located at the bottom of the website.  ","A consumer may demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by completing the form located on our website or emailing DataCompliance@AcquireDirect.com., ","","02/27/2020"
"ICX Media, Inc","privacy [at] icxmedia.com","https://www.icxmedia.com/","1341 G Street, NW, Washington, DC 20005, United States","California residents may opt out of the sale of their personal information or exercise other rights under the CCPA by following the instructions available on the ICX Media website at https://www.icxmedia.com/privacy. California residents may also contact us at privacy@icxmedia.com or 888-403-0653.","California residents may request deletion of their personal information by following the instructions available on the ICX Media website at https://www.icxmedia.com/privacy. California residents may also contact us at privacy@icxmedia.com or 888-403-0653.","For more information on ICX Media’s data-collection practices, please refer to ICX Media’s privacy policy at https://www.icxmedia.com/privacy., ","03/03/2020"
"Nielsen Marketing Cloud","privacy.department [at] nielsen.com","https://www.nielsen.com/us/en/solutions/capabilities/nielsen-marketing-cloud/","85 Broad Street, New York, NY 10004, United States","A consumer can review our privacy practices and opt out of sales and submit requests under the CCPA by visiting: https://www.nielsen.com/us/en/legal/privacy-statement/exelate-privacy-policy/nielsen-marketing-cloud-privacy-notice/ to access Nielsen Marketing Cloud's online request portal and opt out links.","Nielsen Marketing Cloud does not publicly post or display personal information online.","Please review our privacy statement to learn more about how we collect and use data: https://www.nielsen.com/us/en/legal/privacy-statement/exelate-privacy-policy/nielsen-marketing-cloud-privacy-notice/","08/11/2020"
"Viant Technology LLC","privacy [at] viantinc.com","http://www.viantinc.com","2722 Michelson Drive #100, Irvine, CA 92612, United States","https://ccpa.viantinc.com/ ","https://ccpa.viantinc.com/ ","","04/21/2020"
"King Marketing Group, Inc. ","privacy [at] kingmarketinggroup.com","http://www.kingmarketinggroup.com","16412 S. Loiret St., Olathe, KS 66062, United States","A consumer can submit an opt out, or request, on our website Privacy page or Do Not Sell My Personal Information page.  Consumers may also submit though email or phone, as listed on our site.  ","This can be submitted through our site on the Privacy page or Do Not Sell My Personal Information page, or by email or phone. ","We do not collect information on consumers and are not a database compiler. ","05/19/2020"
"Symphony Health Solutions Corporation","SHSPrivacy [at] PRAHS.com","http://symphonyhealth.prahs.com","731 Arbor Way, Suite 100, Blue Bell, PA 19422, United States","https://symphonyhealth.prahs.com/ccpa-privacy-notice, , 1 877.202.0559","https://symphonyhealth.prahs.com/ccpa-privacy-notice, , 1 877.202.0559","","07/20/2020"
"DigiCenter, LLC.","privacy [at] digicenter.com","https://www.digicenter.com","400 TradeCenter, Suite 5900, Woburn, MA 01801, United States","Please use the links below to opt-out., , https://www.digicenter.com/opt-out/ ","Please use the links below to request information or request deletion of your information., , https://www.digicenter.com/opt-out/","Please reference our Privacy Policy for further detail, link below., , https://www.digicenter.com/privacy-policy/","06/09/2020"
"AdColony, Inc.","privacy [at] adcolony.com","https://www.adcolony.com/privacy-policy/","1888 Century Park E, #1450, Los Angeles, CA 90067, United States","Consumers visit our privacy policy page ( https://www.adcolony.com/privacy-policy/ ) to opt out of sale, submit requests, or otherwise exercise their rights under the CCPA. , , Consumers will need to provide some information to verify and fulfill the request, including their device advertising ID. ","We do not collect or process information pertinent to Gov. Code sections 6208.1(b) or 6254.21(c)(1), but consumers may exercise a request for deletion by visiting our privacy policy page at: https://www.adcolony.com/privacy-policy/ . ","Detailed information about our data collecting practices can be found on our privacy policy page at: https://www.adcolony.com/privacy-policy/, ","07/30/2020"
"HD Information, LLC","HDI_support [at] hygenicsdata.com","https://hygenicsdata.com/","9901 Linn Station Rd., Suite 500, Louisville, KY 40223, United States","HD Information, LLC uses a third party service provider to manage opt outs and other CCPA requests. Consumers can submit a request by clicking a link on our website and filling in the necessary information. ","Not Applicable","See HD Information Privacy Policy: https://hygenicsdata.com/privacy-policy/ ","07/30/2020"
"Scraping Robot, LLC","support [at] scrapingrobot.com","https://scrapingrobot.com/","440 North 8th Street, Suite 110, Lincoln, NE 68508, United States","Contact support@scrapingrobot.com","Contact support@scrapingrobot.com","","09/21/2020"
"The Spoken Thought Inc ","privacy [at] mira.co","https://www.mira.co/","222 Broadway Fl 19, New York, NY 10038, United States","Do Not Sell My Info link (https://www.mira.co/privacy/full/#do-not-sell-my-info) on all pages of website","By Visiting our opt out page at https://www.mira.co/privacy/ccpa/, emailing us at optout@mira.co, or calling us at 646-907-6472.","","02/04/2021"
"Indiemark LLC","privacy [at] emailindustries.com","https://www.emailindustries.com/","801 Broad Street, Suite 603, Augusta, GA 30901, United States","To initiate an opt-out request, California residents may submit their information using our California Privacy Rights Data Request Form located at https://www.emailindustries.com/legal/#ccpa or email us at privacy@emailindustries.com. ","To initiate a data deletion request, California residents may submit their information using our California Privacy Rights Data Request Form located at https://www.emailindustries.com/legal/#ccpa or email us at privacy@emailindustries.com. ","We collect data from a variety of sources that is used primarily by email service providers, brands and agencies to preemptively identify and score email addresses, email lists, and email senders that may be harmful to their mailing reputations and of those of their customers or users. Specifically, we provide threat intelligence services such as risk scoring, abuse and fraud prevention services, and other analytic and compliance services as they pertain to email marketing., ","10/28/2020"
"Poshmark, Inc.","support [at] poshmark.com","https://poshmark.com/","203 Redwood Shores Pkwy Floor 8, Redwood City, CA 94065, United States","Consumers may opt out of the sale of their personal information by visiting our Privacy Policy and clicking ""Do Not Sell My Personal Information"" (https://poshmark.com/account/data-sharing) in Section ""Do Not Sell"". Here, consumers who are not logged in can opt out. Consumers who have a Poshmark account can opt out by logging into their account. , , Consumer may also opt out by deleting their account (https://poshmark.com/account/delete). A Consumers account can be deleted through the Privacy Policy or through the Poshmark App. , , Consumers can submit a request to receive a copy of their information by clicking ""click here to receive a copy of the personal information collected"" in our Privacy Policy. The link will lead them to https://poshmark.com/account/export. Once the request is submitted, we will send them a copy of their information. , , Requests can also be submitted by emailing support@poshmark.com.","A protected individual can demand deletion of their information by visiting our Privacy Policy and requesting to delete their information by clicking ""click here to request to delete personal information"" (https://poshmark.com/account/delete). They can also delete their account through the Poshmark App. The deletion of their account will delete all of their information. ","","01/26/2021"
"0ptimus Analytics","info [at] 0ptimus.com","https://0ptimus.com/","201 N Union St, Suite 110, Alexandria, VA 22314, United States","Instructions on how to submit a request to opt-out of sale can be found here: https://0ptimus.com/privacy-policy/ and here: https://0ptimus.com/delete-my-data/","This is not applicable, as 0ptimus does not post personal information online.","","01/29/2021"
"DataPlusContent LLC","privacy [at] datapluscontent.com","http://www.datapluscontent.com","1317 Commercial St, #201, Bellingham, WA 98225, United States","There is a public-facing California Consumer Privacy Act - ""Do Not Sell My Personal Information"" page available at:, , https://www.datapluscontent.com/do-not-sell-my-info","If you are a California user, you have certain rights with respect to the collection, use, transfer, and processing of you “Personal Information,” as defined by the California Consumer Privacy Act (“CCPA”).  We reserve the right to limit these rights where permitted under applicable law, including where your identity cannot be reasonably verified or to the extent your rights adversely affect the rights and freedoms of others.  To exercise any of the rights below, please contact us via the contact information below.  Only you or a person registered with the California Secretary of State that you authorize to act on your behalf may make a verifiable consumer request related to your personal information., , You can submit your request by calling us at (800) 290-6761. You may also submit a request by sending us an email at privacy@datapluscontent.com. ","Data Plus Content's full privacy policy is available at:, , https://www.datapluscontent.com/privacy-policy","01/29/2021"
"Recsolu Inc., DBA Yello","privacy [at] yello.co","https://yello.co/","55 E Monroe St, Suite 3600, Chicago, IL 60603, United States","Consumers may opt out of sale and submit requests by emailing privacy@yello.co , by filling out the ""Do Not Sell My Personal Information"" web form at https://yello.co/do-not-sell-my-personal-information/ or by calling Yello Support at 1-888-713-YLLO (9556). ","Consumers may demand deletion of information posted online by emailing privacy@yello.co , by filling out the ""Do Not Sell My Personal Information"" web form at https://yello.co/do-not-sell-my-personal-information/ or by calling Yello Support at 1-888-713-YLLO (9556). ","Yello's applications are used by Yello, and its Customers, to collect information from potential job candidates, which can include name, email, phone number, resume information, and other information. Yello and our Customers collect this information directly from candidates or through publicly available sources and enter such data into Yello's applications.","03/05/2021"
"Lake B2B","info [at] lakeb2b.com","https://www.lakeb2b.com/","1 Byram Brook Place,, Armonk,, New York, NY 10504, United States","By sending an e-mail to the website's contact address, or you can also choose to fill out the opt-out form.","Any email we send includes a ""Unsubscribe"" tab at the bottom for customers to request that their information be removed.","Our data collation is derived from publicly accessible sources (e.g., company websites, social media) and/or email addresses deduced by our systems based on corporate email trends.","04/09/2021"
"MyLife.com, Inc.","Privacy [at] MyLife.com","http://MyLife.com","907 Westwood Boulevard, Suite 359, Los Angeles, CA 90024, United States","Calling customer service line, Email request, Online request","Calling customer service line, Email request, Online request","","04/09/2021"
"Dexivo INC","Hello [at] Dexivo.com","http://Dexivo.com","2505 Anthem Village Drive Suite E 520, Henderson, NV 89052, United States","At the bottom of our home page, we allow users to OPT OUT of any data sales of their information. https://dexivo.com/","At the bottom of our home page, we allow users to OPT OUT of any data sales of their information. https://dexivo.com/","","04/27/2021"
"AdAdapted, Inc.","info [at] adadapted.com","https://www.adadapted.com/","206 East Huron Street, Suite 101, Ann Arbor, MI 48104, United States","Consumers can go to adadapted.com/privacy to find instructions on opting out. ","Individuals can email privacy@adadpted.com to request their information be deleted.","","04/23/2021"
"Span Global Services","info [at] spanglobalservices.com","https://www.spanglobalservices.com/","297, Kingsbury Grade Suite 100,, Stateline, NV 89499, United States","Span Global Services complies with all federal and state laws (including GDPR) concerning data privacy and usage and adopt the subsequent guidelines, procedures and best practices established by industry groups which we are a contributing member, including the Direct Marketing Association (DMA)., Contact Span Global Services reaching out to: mail info@spanglobalservices.com or call 1 (877) 837-4884 to opt out of future mailing., Postal address:, Span Global Services:, 297 Kingsbury Grade Suite 100, Stateline, NV 89449","Every email that we send out has an ""Unsubscribe"" link on the bottom for the consumer to demand deletion","We have built our database of professionals from across the globe to help them with relevant information regarding their business functions and industries. Our valuable industry insights are helping these professionals advance and achieve their business goals., We are sourcing this information from publicly-available sources for e.g. company websites, social media and email addresses. ","04/20/2021"
"Sapphire Spotlight","info [at] sapphirespotlight.com","http://sapphirespotlight.com","3225 McKinley St NW, Washington, DC 20015, United States","Consumers may use the link on our website ""Do Not Sell My Personal Information"" to opt out from sales.","Using the same link, consumers have the option to demand deletion of personal information. We do not post this information publicly online.","","05/04/2021"
"PeopleSQL","george [at] peoplesql.com","http://peoplesql.com","152 Seacliff Dr, Aptos, CA 95003, United States","Consumers may opt out through our form at https://www.peoplesql.com/our-data","Individuals can delete their information by submitting the form at https://www.peoplesql.com/our-data","Our data on individuals and businesses is aggregated through financial filings, social media, and public sites.","07/23/2021"
"Biointelli Corporation","privacy [at] biointelli.net","http://www.biointelli.com","245 First st Suite 1800, Cambridge, MA 02142, United States","See our Privacy Policy at www.biointelli.com ","Email privacy@biointelli.net and request to be removed.","We collect data in the public domain for legitimate business purposes.","08/02/2021"
"Arena Technologies Inc.","privacy [at] arena-ai.com","https://arena-ai.com/","33 Irving Place, 8th floor, New York, NY 10011, United States","privacy@arena-ai.com, https://trends.arena-ai.com/data-rights","privacy@arena-ai.com, https://trends.arena-ai.com/data-rights","https://trends.arena-ai.com/privacy","08/25/2021"
"Abdulrahman Al-ogaidi","abdulrahman [at] sociallz.com","https://sociallz.com/","birlik mah 450cd, 498sok 3/2, 00655 ankara Ankara, Turkey","In the footer of our website, there is a ""Don't sell my personal information "" page link, the consumer can click it and fill the form according to our needs that let us delete him/her from our database.","By filling the form of the opt-out mechanism of our website.","We need the CCPA approval as a data broker because our revenue is exceeding 60% of our annual revenue, Because our data is more than 100,000 users from California citizens ","08/25/2021"
"Key Marketing Advantage, LLC","privacy [at] keymarketingadvantage.com","http://www.keymarketingadvantage.com","7 Edmond Road, Suite 100, Newtown, CT 06470, United States","Contacting us by email at privacy@keymarketingadvantage.com, or by clicking on ""Do not sell my Personal Information"" and filling out the form on our website, www.keymarketingadvantage.com or by mailing information to Key Marketing Advantage, Compliance Officer, 7 Edmond Road, Suite 100, Newtown, CT 06470.","Contacting us by email at privacy@keymarketingadvantage.com, or by clicking on ""Do not sell my Personal Information"" and filling out the form on our website, www.keymarketingadvantage.com or by mailing information to Key Marketing Advantage, Compliance Officer, 7 Edmond Road, Suite 100, Newtown, CT 06470. We will immediately delete the individual from our database.","KMA has always taken our commitment to ethical business practices related to direct marketing to consumers extremely seriously.  We adhere to all government regulatory and compliance guidelines regarding communication with consumers and always employ best practices in line with industry standards.  , In our regular course of business, KMA does not have a direct relationship with consumers.  We create direct marketing list verticals for advertisers from public & private databases, lists and data feeds sourced from a number of data compilers, aggregators and third party holders of consumer datasets.  KMA has been good stewards of our data partners’ data and information with rigorous security policies and practices put in place to protect all consumers’ data. , With the new California Consumer Privacy Act (CCPA) effective January 1, 2020, KMA has asked for and received documentation from all our data suppliers as to how they have prepared for and will be in compliance to this policy for all California residents., KMA’s website and privacy policy includes information applicable to California residents and CCPA. Requests for information related to their data record and personal information, complaints and access to opt-out of any KMA list and data products will be facilitated via a webform, email privacy@keymarketingadvantage.com or by mailing information to Key Marketing Advantage, Compliance Officer, 7 Edmond Road, Suite 100, Newtown, CT 06470. KMA will respond to the consumer, or their representative, within 30 days., 	, , , , , Upon receipt of any requests from consumers to either opt-out or ask that their information not be sold, we will immediately delete the consumers’ information from our data repository. KMA will also contact all Data Providers that may have provided the consumer’s data to request them to delete this consumer from their records and require written confirmation with the date that this has occurred. Should a consumer ask for information as to what information that was collected and where their record originated, KMA will request the information from the Data Provider and then comply with CCPA policy with our response to the consumer. , The same process will apply when a Data Provider has a request for deletion of a consumer’s information.  KMA will delete all consumers’ information from our data repository immediately and confirm deletion in writing to Data Provider., KMA also replicates the above processes regarding all inquiries from any consumer, regardless of what State they reside in. , ","08/31/2021"
"Grata Inc","hello [at] grata.com","https://grata.com/","15 West 18th Street, 7th Floor, New York, NY 10011, United States","OPT-OUT, You may opt-out of our promotional emails at any time by emailing us at privacy@grata.com, and we will process your request shortly., You may block third party cookies on your device as described above., If you are a resident of California, you have certain additional rights described below., If you want your personal information removed from our searchable databases, you should email privacy@grata.com with “Remove my contact information” in the subject line and include the following information in the body: your name, title, and contact information that you wish to have removed., ","To exercise the access and deletion rights described above, please submit a request to us by either:,  , Emailing us at privacy@grata.com, or, Calling us at 516-875-5900,  , The request should include your contact information and describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it. In addition, you should provide sufficient information that allows us to reasonably verify that you are the person about whom we collected the personal information.  Upon receiving your request, we may reach out to seek further verification from you.  If you use an authorized agent to make request, you must provide the authorized agent written permission to do so, and we may require that you verify your identity directly with us.  In order to protect the security of your personal information, we will not honor a request if we cannot verify your identity or authority to make the request and confirm the personal information relates to you. The method and information used to verify your identity will vary depending on the nature of the request, and may include your email address, government identification and/or signed affidavit.  You have the right not to receive discriminatory treatment for exercising any of your privacy rights.,  , We have collected the categories of personal information identified in the chart above from individuals within the last twelve (12) months, and will continue to do so in the future., ","","10/26/2021"
"Lucid Holdings, LLC","Compliance [at] luc.id","http://Luc.id","365 Canal Street, Suite 3100, New Orleans, LA 70130, United States","Visit our CCPA Data Rights Portal. If you are a survey respondent, please keep in mind that the only way we have to identify you is via the cookie dropped when you come through the Lucid’s marketplace. If you have deleted the cookie, we will be unable to verify your identity to process your request.","You have the right to request that we delete any of your Personal Information that we collect from you and retain, subject to certain exceptions. Once we receive and confirm your verifiable consumer request, we will delete (and direct our service providers to delete) your Personal Information from our records, unless an exception applies.","We obtain Personal Information from the following sources:, •	Directly from you as a respondent to surveys., •	Directly from our clients or their agents. For example, from documents that our clients provide to us related to the services for which they engage us., •	Indirectly from our clients or their agents. For example, through information we collect from our clients in the course of providing services to them., •	Directly and indirectly from activity on our websites. For example, from submissions through our website portal or website usage details collected automatically., •	Directly from our tracking pixel embedded in ads placed with publishers to collect data for the purpose of providing a survey relevant to an ad you may have seen on a website, mobile or television application., •	From third-parties that interact with us in connection with the services we perform. For example, from Data Management Platforms to segment audiences for survey sampling purposes., ","01/31/2023"
"Equimine","privacyinquiry [at] propstream.com","http://www.propstream.com","26457 Rancho Parkway South, Lake Forest, CA 92630, United States","A consumer may opt out of sale or submit requests under the CCPA by visiting, https://www.propstream.com/privacy-request-form (which can be accessed, directly at the provided URL or by clicking the “Do Not Sell My Info” hyperlink on the, PropStream homepage), emailing PropStream Privacy support at, privacyinquiry@propstream.com or calling PropStream during business hours at (877), 204-9040.","PropStream requests that demands for deletion of information under Gov. Code, Sections 6208.1(b) or 6254.21(c)(1) be made by delivering a written request via email to, Privacyinquiry@propstream.com or by mail at 26457 Rancho Parkway South, Lake Forest, CA 92630, ","","11/03/2021"
"FreshAddress, LLC","privacy [at] freshaddress.com","https://www.freshaddress.com/","36 Crafts Street, Newton, MA 02458, United States","Consumers may opt out by using this form https://www.freshaddress.com/ccpa-privacy-web-form/, emailing privacy@freshaddress.com, or mailing to, FreshAddress, LLC, Attn: Privacy Officer, 36 Crafts St, Newton MA 02458","Consumers may demand deletion using this form https://www.freshaddress.com/ccpa-privacy-web-form/, emailing privacy@freshaddress.com, or mailing to, FreshAddress, LLC, Attn: Privacy Officer, 36 Crafts St, Newton MA 02458","","11/30/2021"
"MULTIMEDIA LISTS, INC.","daniel [at] multimedialists.com","http://WWW.MULTIMEDIALISTS.COM","46 Park Ave N, Asheville, NC 28801-3113, United States","On our website at the bottom we have a link labeled Do Not Sell My Information which takes them to an opt out screen","When they go to Do Not Sell My Information it takes you to a site called Alerts.com that we pay monthly to manage our CCPA compliancy. At alerts.com they can opt out, delete their record (PII) , and also get alerts when their data is sold or traded. ","All our sources do abide by CCPA guidelines and incorporate a notice at collection regarding their use ofr PII that is collected.","12/15/2021"
"Acme Inc","fathkr [at] gmail.com","http://www.acme.com","200 Water Street, Sacramento, CA 94203, United States","","","",""
"Jellyfish US Ltd.","mydata [at] jellyfish.com","https://www.jellyfish.com/en-us","250 S. President Street, Suite 10, Baltimore, MD 21202, United States","","","","02/12/2020"
"R1D Media Group","info [at] r1dmediagroup.com","http://www.r1dmediagroup.com","4833 Front Street, Ste. B204, Castle Rock, CO 80104, United States","","","",""
"jessica wasserman","jessica [at] wassermandc.com","http://wassermandc.com","2842 27th Street, NW, Washington, DC 20008, United States","online","online","third party",""
"Collateral Analytics, LLC","legal [at] collateralanalytics.com","https://search.homepricetrends.com/#/","6700 Kalanianaole Hwy, Ste 210, Honolulu, HI 96825, United States","Consumers may exercise their right to opt out of sales by filing our a Consumer Rights Request Form, available online at https://search.homepricetrends.com/#/privacy, by emailing us at support@collateralanalytics.com, or by calling out toll free number at +1(808) 527-2428. ","Consumers may exercise their right to delete information by emailing us at support@collateralanalytics.com, or by calling out toll free number at +1(808) 527-2428. ","Please see our privacy policy: https://search.homepricetrends.com/#/privacy ","01/30/2020"
"List Connection","ken [at] listconnection.net","http://www.listconnection.net","PO Box 1712, Simpsonville, SC 29681, United States","Please contact us at: , List Connection, Attn: Privacy Officer, PO Box 1712, Simpsonville, SC 29681, Phone:  864-962-0761, Email:  ken@listconnection.net","Please contact us at: , List Connection, Attn: Privacy Officer, PO Box 1712, Simpsonville, SC 29681, Phone:  864-962-0761, Email:  ken@listconnection.net","",""
"Entelo, Inc.","privacy [at] entelo.com","http://www.entelo.com","584 Castro Street, #909, San Francisco, CA 94111, United States"," California residents that would like to opt-out of the sale of their information or request access to their information, should contact us:, by mail to: Entelo, Attn: Legal, 755 Sansome Street, Suite 100, San Francisco, CA 94111, USA, or, via email: privacy@entelo.com, or, by phone: (888) 402-3010, We prefer email.","A protected individual can demand deletion of any information that we may have on them by contacting us:, by mail to: Entelo, Attn: Legal, 584 Castro Street, #909, San Francisco, CA 94111, USA, or, via email: privacy@entelo.com, or, by phone: (888) 402-3010, We prefer email.","our data collecting practices are fully described on our privacy notice: https://www.entelo.com/privacy-policy/","02/12/2020"
"Lead Me Media","CCPA [at] LeadMeMedia.com","http://www.leadmemedia.com","150 E. Palmetto Park Road, Suite 200, Boca Raton, FL 33432, United States","Through our portal at: http://leadmemedia.com/CCPA/CCPA_portal.html","Through our portal at: http://leadmemedia.com/CCPA/CCPA_portal.html","N/A","02/07/2020"
"Resource Guide LIVE/SportsAtlas","info [at] sportsatlas.com","http://www.resourceguidelive.com","120 W. Morehead St., Charlotte, NC 28202, United States","through a link on our website","through a link on our website","","02/27/2020"
